     3.00           C                   M                   RINEX VERSION / TYPE
PANDA-MEGCLK        WHU                                     PGM / RUN BY / DATE
     1    AS                                                # / TYPES OF DATA
   GPS                                                      TIME SYSTEM ID
   600.00                                                   INTERVAL
WHU  GNSS RESEARCH CENTER, WUHAN UNIVERSITY, P.R.CHINA      ANALYSIS CENTER
    68                                                      # OF SOLN SATS
G01 G02 G03 G04 G05 G06 G07 G08 G09 G10 G11 G12 G13 G14 G15 PRN LIST
G16 G17 G18 G19 G20 G21 G22 G23 G24 G25 G26 G27 G29 G30 G31 PRN LIST
G32 C01 C02 C03 C04 C05 C06 C07 C08 C09 C11 C12 C13 C14 C19 PRN LIST
C20 C21 C22 C23 C24 C25 C26 C27 C28 C29 C30 C32 C33 C34 C35 PRN LIST
C36 C37 C41 C42 C43 C44 C45 C46                             PRN LIST
AS G19  2022  6 10  5 30  0.000000  1    0.168719800983E-03
AS G20  2022  6 10  5 30  0.000000  1    0.512702851818E-03
AS G21  2022  6 10  5 30  0.000000  1    0.161308385150E-03
AS G22  2022  6 10  5 30  0.000000  1    0.273313051458E-03
AS G23  2022  6 10  5 30  0.000000  1   -0.271622460896E-04
AS G24  2022  6 10  5 30  0.000000  1    0.224003031524E-03
AS G25  2022  6 10  5 30  0.000000  1    0.335519836293E-03
AS G26  2022  6 10  5 30  0.000000  1    0.211380726996E-03
AS G27  2022  6 10  5 30  0.000000  1    0.214039302250E-03
AS G29  2022  6 10  5 30  0.000000  1   -0.522531349304E-03
AS G30  2022  6 10  5 30  0.000000  1   -0.530905148621E-03
AS G31  2022  6 10  5 30  0.000000  1   -0.181191579109E-03
AS G32  2022  6 10  5 30  0.000000  1   -0.147555448843E-03
AS C01  2022  6 10  5 30  0.000000  1    0.290576624079E-03
AS C02  2022  6 10  5 30  0.000000  1   -0.650104764143E-04
AS C03  2022  6 10  5 30  0.000000  1   -0.531455664705E-03
AS C04  2022  6 10  5 30  0.000000  1    0.136159992724E-04
AS C05  2022  6 10  5 30  0.000000  1    0.254184581121E-03
AS C06  2022  6 10  5 30  0.000000  1    0.158819247414E-03
AS C07  2022  6 10  5 30  0.000000  1   -0.279395858918E-03
AS C08  2022  6 10  5 30  0.000000  1    0.355254629021E-03
AS C09  2022  6 10  5 30  0.000000  1   -0.869111140314E-03
AS C11  2022  6 10  5 30  0.000000  1    0.405256631339E-03
AS C12  2022  6 10  5 30  0.000000  1   -0.601340340790E-03
AS C13  2022  6 10  5 30  0.000000  1   -0.821186929259E-05
AS C14  2022  6 10  5 30  0.000000  1    0.498348393041E-03
AS C19  2022  6 10  5 30  0.000000  1    0.859959137598E-03
AS C20  2022  6 10  5 30  0.000000  1   -0.952481888887E-03
AS C21  2022  6 10  5 30  0.000000  1   -0.456033464758E-03
AS C22  2022  6 10  5 30  0.000000  1   -0.965212891980E-03
AS C23  2022  6 10  5 30  0.000000  1   -0.933275247471E-03
AS C24  2022  6 10  5 30  0.000000  1   -0.971405324480E-03
AS C25  2022  6 10  5 30  0.000000  1   -0.724119845670E-03
AS C26  2022  6 10  5 30  0.000000  1    0.725554996317E-03
AS C27  2022  6 10  5 30  0.000000  1    0.736603538439E-03
AS C28  2022  6 10  5 30  0.000000  1    0.767698146362E-04
AS C29  2022  6 10  5 30  0.000000  1    0.566309800195E-03
AS C30  2022  6 10  5 30  0.000000  1    0.499647856451E-03
AS C32  2022  6 10  5 30  0.000000  1   -0.967390328145E-03
AS C33  2022  6 10  5 30  0.000000  1   -0.968843699864E-03
AS C34  2022  6 10  5 30  0.000000  1   -0.384244335660E-03
AS C35  2022  6 10  5 30  0.000000  1    0.313756367213E-03
AS C36  2022  6 10  5 30  0.000000  1   -0.967289425240E-03
AS C37  2022  6 10  5 30  0.000000  1   -0.908938477999E-03
AS C41  2022  6 10  5 30  0.000000  1   -0.969618613087E-03
AS C42  2022  6 10  5 30  0.000000  1   -0.962267165974E-03
AS C43  2022  6 10  5 30  0.000000  1   -0.919100058848E-03
AS C44  2022  6 10  5 30  0.000000  1    0.687472501526E-03
AS C45  2022  6 10  5 30  0.000000  1    0.779504074849E-03
AS C46  2022  6 10  5 30  0.000000  1   -0.371036832788E-03
AS G01  2022  6 10  5 40  0.000000  1    0.344450381871E-03
AS G02  2022  6 10  5 40  0.000000  1   -0.652808369015E-03
AS G03  2022  6 10  5 40  0.000000  1   -0.273736267108E-03
AS G04  2022  6 10  5 40  0.000000  1   -0.158635027803E-03
AS G05  2022  6 10  5 40  0.000000  1   -0.849853663096E-04
AS G06  2022  6 10  5 40  0.000000  1    0.337575813932E-03
AS G07  2022  6 10  5 40  0.000000  1    0.321931762540E-03
AS G08  2022  6 10  5 40  0.000000  1   -0.715238413369E-04
AS G09  2022  6 10  5 40  0.000000  1   -0.329677962379E-03
AS G10  2022  6 10  5 40  0.000000  1   -0.448967354542E-03
AS G11  2022  6 10  5 40  0.000000  1   -0.162158904945E-04
AS G12  2022  6 10  5 40  0.000000  1   -0.228811968378E-03
AS G13  2022  6 10  5 40  0.000000  1    0.327223325478E-03
AS G14  2022  6 10  5 40  0.000000  1   -0.111187754797E-03
AS G15  2022  6 10  5 40  0.000000  1   -0.544190877544E-04
AS G16  2022  6 10  5 40  0.000000  1   -0.507832854955E-03
AS G17  2022  6 10  5 40  0.000000  1    0.623205944560E-03
AS G18  2022  6 10  5 40  0.000000  1    0.146392085454E-03
AS G19  2022  6 10  5 40  0.000000  1    0.168722498649E-03
AS G20  2022  6 10  5 40  0.000000  1    0.512701296508E-03
AS G21  2022  6 10  5 40  0.000000  1    0.161308432716E-03
AS G22  2022  6 10  5 40  0.000000  1    0.273316676165E-03
AS G23  2022  6 10  5 40  0.000000  1   -0.271635798123E-04
AS G24  2022  6 10  5 40  0.000000  1    0.223998098311E-03
AS G25  2022  6 10  5 40  0.000000  1    0.335522599404E-03
AS G26  2022  6 10  5 40  0.000000  1    0.211382319464E-03
AS G27  2022  6 10  5 40  0.000000  1    0.214041536095E-03
AS G29  2022  6 10  5 40  0.000000  1   -0.522533671177E-03
AS G30  2022  6 10  5 40  0.000000  1   -0.530905892302E-03
AS G31  2022  6 10  5 40  0.000000  1   -0.181192420391E-03
AS G32  2022  6 10  5 40  0.000000  1   -0.147561002752E-03
AS C01  2022  6 10  5 40  0.000000  1    0.290602290235E-03
AS C02  2022  6 10  5 40  0.000000  1   -0.650350115212E-04
AS C03  2022  6 10  5 40  0.000000  1   -0.531448564793E-03
AS C04  2022  6 10  5 40  0.000000  1    0.136774703652E-04
AS C05  2022  6 10  5 40  0.000000  1    0.254188712646E-03
AS C06  2022  6 10  5 40  0.000000  1    0.158865762760E-03
AS C07  2022  6 10  5 40  0.000000  1   -0.279425806269E-03
AS C08  2022  6 10  5 40  0.000000  1    0.355264766601E-03
AS C09  2022  6 10  5 40  0.000000  1   -0.869132735187E-03
AS C11  2022  6 10  5 40  0.000000  1    0.405270449766E-03
AS C12  2022  6 10  5 40  0.000000  1   -0.601336026539E-03
AS C13  2022  6 10  5 40  0.000000  1   -0.820545628936E-05
AS C14  2022  6 10  5 40  0.000000  1    0.498355572874E-03
AS C19  2022  6 10  5 40  0.000000  1    0.859956074379E-03
AS C20  2022  6 10  5 40  0.000000  1   -0.952492390085E-03
AS C21  2022  6 10  5 40  0.000000  1   -0.456077527574E-03
AS C22  2022  6 10  5 40  0.000000  1   -0.965211935819E-03
AS C23  2022  6 10  5 40  0.000000  1   -0.933276777497E-03
AS C24  2022  6 10  5 40  0.000000  1   -0.971404205339E-03
AS C25  2022  6 10  5 40  0.000000  1   -0.724116528675E-03
AS C26  2022  6 10  5 40  0.000000  1    0.725551766349E-03
AS C27  2022  6 10  5 40  0.000000  1    0.736607086193E-03
AS C28  2022  6 10  5 40  0.000000  1    0.767724427544E-04
AS C29  2022  6 10  5 40  0.000000  1    0.566312830225E-03
AS C30  2022  6 10  5 40  0.000000  1    0.499648147886E-03
AS C32  2022  6 10  5 40  0.000000  1   -0.967391976552E-03
AS C33  2022  6 10  5 40  0.000000  1   -0.968845150801E-03
AS C34  2022  6 10  5 40  0.000000  1   -0.384239248574E-03
AS C35  2022  6 10  5 40  0.000000  1    0.313766797462E-03
AS C36  2022  6 10  5 40  0.000000  1   -0.967290583307E-03
AS C37  2022  6 10  5 40  0.000000  1   -0.908939120877E-03
AS C41  2022  6 10  5 40  0.000000  1   -0.969620222100E-03
AS C42  2022  6 10  5 40  0.000000  1   -0.962264742230E-03
AS C43  2022  6 10  5 40  0.000000  1   -0.919098759783E-03
AS C44  2022  6 10  5 40  0.000000  1    0.687479783631E-03
AS C45  2022  6 10  5 40  0.000000  1    0.779510046981E-03
AS C46  2022  6 10  5 40  0.000000  1   -0.371049086899E-03
AS G01  2022  6 10  5 50  0.000000  1    0.344445605766E-03
AS G02  2022  6 10  5 50  0.000000  1   -0.652808045558E-03
AS G03  2022  6 10  5 50  0.000000  1   -0.273743648881E-03
AS G04  2022  6 10  5 50  0.000000  1   -0.158632631078E-03
AS G05  2022  6 10  5 50  0.000000  1   -0.849858933076E-04
AS G06  2022  6 10  5 50  0.000000  1    0.337585065432E-03
AS G07  2022  6 10  5 50  0.000000  1    0.321931293282E-03
AS G08  2022  6 10  5 50  0.000000  1   -0.715252655889E-04
AS G09  2022  6 10  5 50  0.000000  1   -0.329676034612E-03
AS G10  2022  6 10  5 50  0.000000  1   -0.448976393129E-03
AS G11  2022  6 10  5 50  0.000000  1   -0.162141442197E-04
AS G12  2022  6 10  5 50  0.000000  1   -0.228815170394E-03
AS G13  2022  6 10  5 50  0.000000  1    0.327227518812E-03
AS G14  2022  6 10  5 50  0.000000  1   -0.111188225422E-03
AS G15  2022  6 10  5 50  0.000000  1   -0.544171729964E-04
AS G16  2022  6 10  5 50  0.000000  1   -0.507834705435E-03
AS G17  2022  6 10  5 50  0.000000  1    0.623209233002E-03
AS G18  2022  6 10  5 50  0.000000  1    0.146385681490E-03
AS G19  2022  6 10  5 50  0.000000  1    0.168725847166E-03
AS G20  2022  6 10  5 50  0.000000  1    0.512699305264E-03
AS G21  2022  6 10  5 50  0.000000  1    0.161308443890E-03
AS G22  2022  6 10  5 50  0.000000  1    0.273320297871E-03
AS G23  2022  6 10  5 50  0.000000  1   -0.271648955558E-04
AS G24  2022  6 10  5 50  0.000000  1    0.223993199822E-03
AS G25  2022  6 10  5 50  0.000000  1    0.335525391369E-03
AS G26  2022  6 10  5 50  0.000000  1    0.211383869804E-03
AS G27  2022  6 10  5 50  0.000000  1    0.214043796659E-03
AS G29  2022  6 10  5 50  0.000000  1   -0.522535875436E-03
AS G30  2022  6 10  5 50  0.000000  1   -0.530906605262E-03
AS G31  2022  6 10  5 50  0.000000  1   -0.181193258971E-03
AS G32  2022  6 10  5 50  0.000000  1   -0.147566547255E-03
AS C01  2022  6 10  5 50  0.000000  1    0.290628055760E-03
AS C02  2022  6 10  5 50  0.000000  1   -0.650595225448E-04
AS C03  2022  6 10  5 50  0.000000  1   -0.531441499172E-03
AS C04  2022  6 10  5 50  0.000000  1    0.137389802848E-04
AS C05  2022  6 10  5 50  0.000000  1    0.254192929296E-03
AS C06  2022  6 10  5 50  0.000000  1    0.158912348355E-03
AS C07  2022  6 10  5 50  0.000000  1   -0.279455593276E-03
AS C08  2022  6 10  5 50  0.000000  1    0.355275539954E-03
AS C09  2022  6 10  5 50  0.000000  1   -0.869154204406E-03
AS C11  2022  6 10  5 50  0.000000  1    0.405284207817E-03
AS C12  2022  6 10  5 50  0.000000  1   -0.601331655715E-03
AS C13  2022  6 10  5 50  0.000000  1   -0.819910296076E-05
AS C14  2022  6 10  5 50  0.000000  1    0.498362977897E-03
AS C19  2022  6 10  5 50  0.000000  1    0.859953010592E-03
AS C20  2022  6 10  5 50  0.000000  1   -0.952502865833E-03
AS C21  2022  6 10  5 50  0.000000  1   -0.456121530449E-03
AS C22  2022  6 10  5 50  0.000000  1   -0.965210999938E-03
AS C23  2022  6 10  5 50  0.000000  1   -0.933278307555E-03
AS C24  2022  6 10  5 50  0.000000  1   -0.971403071821E-03
AS C25  2022  6 10  5 50  0.000000  1   -0.724113229359E-03
AS C26  2022  6 10  5 50  0.000000  1    0.725548558029E-03
AS C27  2022  6 10  5 50  0.000000  1    0.736610631812E-03
AS C28  2022  6 10  5 50  0.000000  1    0.767750640011E-04
AS C29  2022  6 10  5 50  0.000000  1    0.566315873830E-03
AS C30  2022  6 10  5 50  0.000000  1    0.499648478382E-03
AS C32  2022  6 10  5 50  0.000000  1   -0.967393624692E-03
AS C33  2022  6 10  5 50  0.000000  1   -0.968846556607E-03
AS C34  2022  6 10  5 50  0.000000  1   -0.384234168426E-03
AS C35  2022  6 10  5 50  0.000000  1    0.313777266371E-03
AS C36  2022  6 10  5 50  0.000000  1   -0.967291704083E-03
AS C37  2022  6 10  5 50  0.000000  1   -0.908939797311E-03
AS C41  2022  6 10  5 50  0.000000  1   -0.969621791419E-03
AS C42  2022  6 10  5 50  0.000000  1   -0.962262351710E-03
AS C43  2022  6 10  5 50  0.000000  1   -0.919097409815E-03
AS C44  2022  6 10  5 50  0.000000  1    0.687487115003E-03
AS C45  2022  6 10  5 50  0.000000  1    0.779516023949E-03
AS C46  2022  6 10  5 50  0.000000  1   -0.371061329902E-03
AS G01  2022  6 10  6  0  0.000000  1    0.344440829162E-03
AS G02  2022  6 10  6  0  0.000000  1   -0.652808058634E-03
AS G03  2022  6 10  6  0  0.000000  1   -0.273751032789E-03
AS G04  2022  6 10  6  0  0.000000  1   -0.158630247463E-03
AS G05  2022  6 10  6  0  0.000000  1   -0.849870442371E-04
AS G06  2022  6 10  6  0  0.000000  1    0.337594209125E-03
AS G07  2022  6 10  6  0  0.000000  1    0.321931086472E-03
AS G08  2022  6 10  6  0  0.000000  1   -0.715257832137E-04
AS G09  2022  6 10  6  0  0.000000  1   -0.329674082028E-03
AS G10  2022  6 10  6  0  0.000000  1   -0.448985446125E-03
AS G11  2022  6 10  6  0  0.000000  1   -0.162123899394E-04
AS G12  2022  6 10  6  0  0.000000  1   -0.228819011484E-03
AS G13  2022  6 10  6  0  0.000000  1    0.327231570082E-03
AS G14  2022  6 10  6  0  0.000000  1   -0.111188725368E-03
AS G15  2022  6 10  6  0  0.000000  1   -0.544155713550E-04
AS G16  2022  6 10  6  0  0.000000  1   -0.507836338698E-03
AS G17  2022  6 10  6  0  0.000000  1    0.623211272113E-03
AS G18  2022  6 10  6  0  0.000000  1    0.146379270522E-03
AS G19  2022  6 10  6  0  0.000000  1    0.168728261636E-03
AS G20  2022  6 10  6  0  0.000000  1    0.512696904637E-03
AS G21  2022  6 10  6  0  0.000000  1    0.161307859519E-03
AS G22  2022  6 10  6  0  0.000000  1    0.273324362416E-03
AS G23  2022  6 10  6  0  0.000000  1   -0.271662126670E-04
AS G24  2022  6 10  6  0  0.000000  1    0.223988285956E-03
AS G25  2022  6 10  6  0  0.000000  1    0.335528208351E-03
AS G26  2022  6 10  6  0  0.000000  1    0.211385383751E-03
AS G27  2022  6 10  6  0  0.000000  1    0.214046081773E-03
AS G29  2022  6 10  6  0  0.000000  1   -0.522538239504E-03
AS G30  2022  6 10  6  0  0.000000  1   -0.530907293105E-03
AS G31  2022  6 10  6  0  0.000000  1   -0.181194063795E-03
AS G32  2022  6 10  6  0  0.000000  1   -0.147572095760E-03
AS C01  2022  6 10  6  0  0.000000  1    0.290653820217E-03
AS C02  2022  6 10  6  0  0.000000  1   -0.650839741272E-04
AS C03  2022  6 10  6  0  0.000000  1   -0.531434372041E-03
AS C04  2022  6 10  6  0  0.000000  1    0.138005249952E-04
AS C05  2022  6 10  6  0  0.000000  1    0.254197119929E-03
AS C06  2022  6 10  6  0  0.000000  1    0.158958962337E-03
AS C07  2022  6 10  6  0  0.000000  1   -0.279485326179E-03
AS C08  2022  6 10  6  0  0.000000  1    0.355285944318E-03
AS C09  2022  6 10  6  0  0.000000  1   -0.869175913458E-03
AS C11  2022  6 10  6  0  0.000000  1    0.405297849888E-03
AS C12  2022  6 10  6  0  0.000000  1   -0.601327253369E-03
AS C13  2022  6 10  6  0  0.000000  1   -0.819267581441E-05
AS C14  2022  6 10  6  0  0.000000  1    0.498370310537E-03
AS C19  2022  6 10  6  0  0.000000  1    0.859949955779E-03
AS C20  2022  6 10  6  0  0.000000  1   -0.952513370633E-03
AS C21  2022  6 10  6  0  0.000000  1   -0.456165581590E-03
AS C22  2022  6 10  6  0  0.000000  1   -0.965210010420E-03
AS C23  2022  6 10  6  0  0.000000  1   -0.933279810595E-03
AS C24  2022  6 10  6  0  0.000000  1   -0.971401936202E-03
AS C25  2022  6 10  6  0  0.000000  1   -0.724109922272E-03
AS C26  2022  6 10  6  0  0.000000  1    0.725545367956E-03
AS C27  2022  6 10  6  0  0.000000  1    0.736614150113E-03
AS C28  2022  6 10  6  0  0.000000  1    0.767776742402E-04
AS C29  2022  6 10  6  0  0.000000  1    0.566318901725E-03
AS C30  2022  6 10  6  0  0.000000  1    0.499648762578E-03
AS C32  2022  6 10  6  0  0.000000  1   -0.967395226834E-03
AS C33  2022  6 10  6  0  0.000000  1   -0.968847999105E-03
AS C34  2022  6 10  6  0  0.000000  1   -0.384229055656E-03
AS C35  2022  6 10  6  0  0.000000  1    0.313787704626E-03
AS C36  2022  6 10  6  0  0.000000  1   -0.967292846707E-03
AS C37  2022  6 10  6  0  0.000000  1   -0.908940443892E-03
AS C41  2022  6 10  6  0  0.000000  1   -0.969623373881E-03
AS C42  2022  6 10  6  0  0.000000  1   -0.962259938240E-03
AS C43  2022  6 10  6  0  0.000000  1   -0.919096082631E-03
AS C44  2022  6 10  6  0  0.000000  1    0.687494419223E-03
AS C45  2022  6 10  6  0  0.000000  1    0.779521986574E-03
AS C46  2022  6 10  6  0  0.000000  1   -0.371073590951E-03
AS G01  2022  6 10  6 10  0.000000  1    0.344436078075E-03
AS G02  2022  6 10  6 10  0.000000  1   -0.652807785778E-03
AS G03  2022  6 10  6 10  0.000000  1   -0.273758410760E-03
AS G04  2022  6 10  6 10  0.000000  1   -0.158627855408E-03
AS G05  2022  6 10  6 10  0.000000  1   -0.849877907536E-04
AS G06  2022  6 10  6 10  0.000000  1    0.337603449450E-03
AS G07  2022  6 10  6 10  0.000000  1    0.321930907248E-03
AS G08  2022  6 10  6 10  0.000000  1   -0.715274845573E-04
AS G09  2022  6 10  6 10  0.000000  1   -0.329672155462E-03
AS G10  2022  6 10  6 10  0.000000  1   -0.448994501923E-03
AS G11  2022  6 10  6 10  0.000000  1   -0.162106497689E-04
AS G12  2022  6 10  6 10  0.000000  1   -0.228822557037E-03
AS G13  2022  6 10  6 10  0.000000  1    0.327235748439E-03
AS G14  2022  6 10  6 10  0.000000  1   -0.111189220477E-03
AS G15  2022  6 10  6 10  0.000000  1   -0.544136979924E-04
AS G16  2022  6 10  6 10  0.000000  1   -0.507837828062E-03
AS G17  2022  6 10  6 10  0.000000  1    0.623214031889E-03
AS G18  2022  6 10  6 10  0.000000  1    0.146372812354E-03
AS G19  2022  6 10  6 10  0.000000  1    0.168731497141E-03
AS G20  2022  6 10  6 10  0.000000  1    0.512695047819E-03
AS G21  2022  6 10  6 10  0.000000  1    0.161307713718E-03
AS G22  2022  6 10  6 10  0.000000  1    0.273328066579E-03
AS G23  2022  6 10  6 10  0.000000  1   -0.271674900841E-04
AS G24  2022  6 10  6 10  0.000000  1    0.223983388068E-03
AS G25  2022  6 10  6 10  0.000000  1    0.335530967527E-03
AS G26  2022  6 10  6 10  0.000000  1    0.211386860106E-03
AS G27  2022  6 10  6 10  0.000000  1    0.214048284697E-03
AS G29  2022  6 10  6 10  0.000000  1   -0.522540479387E-03
AS G30  2022  6 10  6 10  0.000000  1   -0.530908067574E-03
AS G31  2022  6 10  6 10  0.000000  1   -0.181195281404E-03
AS G32  2022  6 10  6 10  0.000000  1   -0.147577632223E-03
AS C01  2022  6 10  6 10  0.000000  1    0.290679658726E-03
AS C02  2022  6 10  6 10  0.000000  1   -0.651084981931E-04
AS C03  2022  6 10  6 10  0.000000  1   -0.531427278467E-03
AS C04  2022  6 10  6 10  0.000000  1    0.138622014967E-04
AS C05  2022  6 10  6 10  0.000000  1    0.254201345519E-03
AS C06  2022  6 10  6 10  0.000000  1    0.159005640962E-03
AS C07  2022  6 10  6 10  0.000000  1   -0.279515298080E-03
AS C08  2022  6 10  6 10  0.000000  1    0.355296618770E-03
AS C09  2022  6 10  6 10  0.000000  1   -0.869197440517E-03
AS C11  2022  6 10  6 10  0.000000  1    0.405311802741E-03
AS C12  2022  6 10  6 10  0.000000  1   -0.601322901926E-03
AS C13  2022  6 10  6 10  0.000000  1   -0.818609692976E-05
AS C14  2022  6 10  6 10  0.000000  1    0.498377635804E-03
AS C19  2022  6 10  6 10  0.000000  1    0.859946913541E-03
AS C20  2022  6 10  6 10  0.000000  1   -0.952523933741E-03
AS C21  2022  6 10  6 10  0.000000  1   -0.456209602778E-03
AS C22  2022  6 10  6 10  0.000000  1   -0.965208991582E-03
AS C23  2022  6 10  6 10  0.000000  1   -0.933281360334E-03
AS C24  2022  6 10  6 10  0.000000  1   -0.971400820764E-03
AS C25  2022  6 10  6 10  0.000000  1   -0.724106619887E-03
AS C26  2022  6 10  6 10  0.000000  1    0.725542178349E-03
AS C27  2022  6 10  6 10  0.000000  1    0.736617682757E-03
AS C28  2022  6 10  6 10  0.000000  1    0.767803376828E-04
AS C29  2022  6 10  6 10  0.000000  1    0.566322014145E-03
AS C30  2022  6 10  6 10  0.000000  1    0.499649043272E-03
AS C32  2022  6 10  6 10  0.000000  1   -0.967396829443E-03
AS C33  2022  6 10  6 10  0.000000  1   -0.968849397205E-03
AS C34  2022  6 10  6 10  0.000000  1   -0.384223975308E-03
AS C35  2022  6 10  6 10  0.000000  1    0.313798146450E-03
AS C36  2022  6 10  6 10  0.000000  1   -0.967294061647E-03
AS C37  2022  6 10  6 10  0.000000  1   -0.908941084435E-03
AS C41  2022  6 10  6 10  0.000000  1   -0.969624969618E-03
AS C42  2022  6 10  6 10  0.000000  1   -0.962257532943E-03
AS C43  2022  6 10  6 10  0.000000  1   -0.919094737000E-03
AS C44  2022  6 10  6 10  0.000000  1    0.687501705196E-03
AS C45  2022  6 10  6 10  0.000000  1    0.779527941594E-03
AS C46  2022  6 10  6 10  0.000000  1   -0.371085826115E-03
AS G01  2022  6 10  6 20  0.000000  1    0.344431266246E-03
AS G02  2022  6 10  6 20  0.000000  1   -0.652807675669E-03
AS G03  2022  6 10  6 20  0.000000  1   -0.273765795703E-03
AS G04  2022  6 10  6 20  0.000000  1   -0.158625447008E-03
AS G05  2022  6 10  6 20  0.000000  1   -0.849881154115E-04
AS G06  2022  6 10  6 20  0.000000  1    0.337612672031E-03
AS G07  2022  6 10  6 20  0.000000  1    0.321930271842E-03
AS G08  2022  6 10  6 20  0.000000  1   -0.715282906817E-04
AS G09  2022  6 10  6 20  0.000000  1   -0.329670164051E-03
AS G10  2022  6 10  6 20  0.000000  1   -0.449003537841E-03
AS G11  2022  6 10  6 20  0.000000  1   -0.162088677694E-04
AS G12  2022  6 10  6 20  0.000000  1   -0.228825886073E-03
AS G13  2022  6 10  6 20  0.000000  1    0.327239860150E-03
AS G14  2022  6 10  6 20  0.000000  1   -0.111189747142E-03
AS G15  2022  6 10  6 20  0.000000  1   -0.544118630896E-04
AS G16  2022  6 10  6 20  0.000000  1   -0.507839820707E-03
AS G17  2022  6 10  6 20  0.000000  1    0.623216800104E-03
AS G18  2022  6 10  6 20  0.000000  1    0.146366408624E-03
AS G19  2022  6 10  6 20  0.000000  1    0.168734479371E-03
AS G20  2022  6 10  6 20  0.000000  1    0.512693076989E-03
AS G21  2022  6 10  6 20  0.000000  1    0.161307922096E-03
AS G22  2022  6 10  6 20  0.000000  1    0.273331710733E-03
AS G23  2022  6 10  6 20  0.000000  1   -0.271687842127E-04
AS G24  2022  6 10  6 20  0.000000  1    0.223978496851E-03
AS G25  2022  6 10  6 20  0.000000  1    0.335533787378E-03
AS G26  2022  6 10  6 20  0.000000  1    0.211388318415E-03
AS G27  2022  6 10  6 20  0.000000  1    0.214050524680E-03
AS G29  2022  6 10  6 20  0.000000  1   -0.522542922010E-03
AS G30  2022  6 10  6 20  0.000000  1   -0.530908726863E-03
AS G31  2022  6 10  6 20  0.000000  1   -0.181195896262E-03
AS G32  2022  6 10  6 20  0.000000  1   -0.147583219889E-03
AS C01  2022  6 10  6 20  0.000000  1    0.290705467347E-03
AS C02  2022  6 10  6 20  0.000000  1   -0.651329592488E-04
AS C03  2022  6 10  6 20  0.000000  1   -0.531420191898E-03
AS C04  2022  6 10  6 20  0.000000  1    0.139242744726E-04
AS C05  2022  6 10  6 20  0.000000  1    0.254205530581E-03
AS C06  2022  6 10  6 20  0.000000  1    0.159052212281E-03
AS C07  2022  6 10  6 20  0.000000  1   -0.279545087955E-03
AS C08  2022  6 10  6 20  0.000000  1    0.355307309999E-03
AS C09  2022  6 10  6 20  0.000000  1   -0.869219023649E-03
AS C11  2022  6 10  6 20  0.000000  1    0.405325962570E-03
AS C12  2022  6 10  6 20  0.000000  1   -0.601318526065E-03
AS C13  2022  6 10  6 20  0.000000  1   -0.817971141222E-05
AS C14  2022  6 10  6 20  0.000000  1    0.498384914240E-03
AS C19  2022  6 10  6 20  0.000000  1    0.859943872437E-03
AS C20  2022  6 10  6 20  0.000000  1   -0.952534381869E-03
AS C21  2022  6 10  6 20  0.000000  1   -0.456253647315E-03
AS C22  2022  6 10  6 20  0.000000  1   -0.965207956499E-03
AS C23  2022  6 10  6 20  0.000000  1   -0.933282853800E-03
AS C24  2022  6 10  6 20  0.000000  1   -0.971399642515E-03
AS C25  2022  6 10  6 20  0.000000  1   -0.724103318503E-03
AS C26  2022  6 10  6 20  0.000000  1    0.725538984039E-03
AS C27  2022  6 10  6 20  0.000000  1    0.736621235281E-03
AS C28  2022  6 10  6 20  0.000000  1    0.767829862151E-04
AS C29  2022  6 10  6 20  0.000000  1    0.566325060753E-03
AS C30  2022  6 10  6 20  0.000000  1    0.499649352687E-03
AS C32  2022  6 10  6 20  0.000000  1   -0.967398451365E-03
AS C33  2022  6 10  6 20  0.000000  1   -0.968850812284E-03
AS C34  2022  6 10  6 20  0.000000  1   -0.384218839488E-03
AS C35  2022  6 10  6 20  0.000000  1    0.313808606186E-03
AS C36  2022  6 10  6 20  0.000000  1   -0.967295209808E-03
AS C37  2022  6 10  6 20  0.000000  1   -0.908941749162E-03
AS C41  2022  6 10  6 20  0.000000  1   -0.969626524127E-03
AS C42  2022  6 10  6 20  0.000000  1   -0.962255121375E-03
AS C43  2022  6 10  6 20  0.000000  1   -0.919093399107E-03
AS C44  2022  6 10  6 20  0.000000  1    0.687509022725E-03
AS C45  2022  6 10  6 20  0.000000  1    0.779533942011E-03
AS C46  2022  6 10  6 20  0.000000  1   -0.371098101407E-03
AS G01  2022  6 10  6 30  0.000000  1    0.344426446712E-03
AS G02  2022  6 10  6 30  0.000000  1   -0.652807398610E-03
AS G03  2022  6 10  6 30  0.000000  1   -0.273773190618E-03
AS G04  2022  6 10  6 30  0.000000  1   -0.158623037642E-03
AS G05  2022  6 10  6 30  0.000000  1   -0.849890158011E-04
AS G06  2022  6 10  6 30  0.000000  1    0.337621906719E-03
AS G07  2022  6 10  6 30  0.000000  1    0.321930280548E-03
AS G08  2022  6 10  6 30  0.000000  1   -0.715289233527E-04
AS G09  2022  6 10  6 30  0.000000  1   -0.329668193354E-03
AS G10  2022  6 10  6 30  0.000000  1   -0.449012592772E-03
AS G11  2022  6 10  6 30  0.000000  1   -0.162069550796E-04
AS G12  2022  6 10  6 30  0.000000  1   -0.228829368082E-03
AS G13  2022  6 10  6 30  0.000000  1    0.327244227438E-03
AS G14  2022  6 10  6 30  0.000000  1   -0.111190216867E-03
